base_lr,lr,data_time,grad_norm,loss,decode.loss_ce.s0,decode.acc_seg.s0,decode.loss_ce.s1,decode.acc_seg.s1,decode.loss_ce.s2,decode.acc_seg.s2,decode.loss_ce.s3,decode.acc_seg.s3,aux.loss_ce,aux.acc_seg,time,iter,memory,step
7.200000000000003e-07,7.200000000000003e-07,0.005295181274414062,312.6700637817383,3.437921404838562,0.6120290935039521,33.55107116699219,0.6383746266365051,67.90922546386719,1.152523446083069,44.95313262939453,0.7964336335659027,39.645259857177734,0.23856061697006226,27.859954833984375,0.27084884643554685,12,6746,12
5.999999999999996e-06,5.999999999999996e-06,0.004988241195678711,200.47483100891114,2.8068525552749635,0.6274823397397995,26.299184799194336,0.5896445095539093,80.74024200439453,0.692191880941391,76.64677429199219,0.6568137899041175,78.8157730102539,0.24072004184126855,45.29021453857422,0.269874119758606,100,4611,100
1.199999999999997e-05,1.199999999999997e-05,0.00537717342376709,111.09038581848145,1.9257335424423219,0.5779351025819779,63.70103073120117,0.3855621933937073,50.72626876831055,0.36734411865472794,58.575340270996094,0.3838618606328964,65.79776000976562,0.21103033274412156,50.05110549926758,0.27125890254974366,200,4611,200
1.7999999999999953e-05,1.7999999999999953e-05,0.005782985687255859,127.06802062988281,1.8898768782615663,0.6187324285507202,53.449249267578125,0.3330432489514351,91.1346435546875,0.3540186256170273,77.61001586914062,0.36301596015691756,90.716552734375,0.22106662541627883,92.56439208984375,0.2782336950302124,300,4611,300
2.3999999999999953e-05,2.3999999999999953e-05,0.005374979972839355,58.12028694152832,1.3463215589523316,0.4791997402906418,71.85572052001953,0.2625615939497948,79.88907623291016,0.21667520552873612,87.74495697021484,0.22837782502174378,87.27497100830078,0.15950718894600868,58.02309036254883,0.2705514430999756,400,4611,400
2.9999999999999977e-05,2.9999999999999977e-05,0.0051841259002685545,82.59077663421631,1.4915809512138367,0.3768224656581879,91.21623229980469,0.3238018535077572,75.6336669921875,0.33720354102551936,76.55632019042969,0.30787374936044215,70.7217788696289,0.1458792995661497,85.4530029296875,0.2716783285140991,500,4611,500
3.6e-05,3.6e-05,0.005207371711730957,32.00037641525269,0.9008142948150635,0.28180195242166517,81.08673095703125,0.2066089455038309,84.18807983398438,0.15684008300304414,91.26129150390625,0.15993349701166154,91.64505004882812,0.09562979191541672,85.51406860351562,0.26929616928100586,600,6058,600
4.200000000000002e-05,4.200000000000002e-05,0.0051102876663208004,124.77670059204101,1.1596044272184372,0.24658114612102508,92.88333892822266,0.3115869052708149,92.2232437133789,0.24468560814857482,92.6120834350586,0.25663324855268,92.64584350585938,0.10011750496923924,91.3175048828125,0.2706167459487915,700,4610,700
4.800000000000002e-05,4.800000000000002e-05,0.004989886283874511,19.894072771072388,0.8293656289577485,0.21197522431612015,94.53582763671875,0.16057710610330106,96.52786254882812,0.19059105962514877,96.14028930664062,0.18565187696367502,96.65985107421875,0.08057036101818085,93.84765625,0.27083263397216795,800,4610,800
5.4000000000000045e-05,5.4000000000000045e-05,0.005095577239990235,12.271511793136597,0.5172515913844109,0.15009687840938568,93.78814697265625,0.0960766525939107,95.32546997070312,0.1080197524279356,94.95849609375,0.09936973005533219,95.40939331054688,0.06368856485933065,89.1754150390625,0.26977732181549074,900,4610,900
6.000000000000001e-05,6.000000000000001e-05,0.005289983749389648,9.090874648094177,0.481243360042572,0.11423858031630515,90.00930786132812,0.10733286049216986,87.83950805664062,0.10658376645296812,88.63296508789062,0.10718969032168388,89.434814453125,0.04589847754687071,86.88430786132812,0.2695990324020386,1000,4610,1000
6.000000000000001e-05,6.000000000000001e-05,0.0049836158752441405,9.433758485317231,0.6259534940123558,0.15557237789034845,94.1047592163086,0.12706060223281385,94.55229187011719,0.13070328682661056,94.0952377319336,0.15199947748333215,94.19046020507812,0.06061775926500559,94.51538848876953,0.27181806564331057,1100,4610,1100
6.000000000000001e-05,6.000000000000001e-05,0.0052746057510375975,9.142149305343628,0.3359180577099323,0.0863274522125721,96.71160125732422,0.07155497800558805,94.5833511352539,0.06892414018511772,96.60912322998047,0.07627812959253788,95.77532958984375,0.0328333480283618,92.10486602783203,0.2689458131790161,1200,4610,1200
6.000000000000001e-05,6.000000000000001e-05,0.0051830530166625975,32.31682648658752,0.4871507205069065,0.10194580797106027,96.52188110351562,0.12113709971308709,97.11368560791016,0.10321400687098503,97.14889526367188,0.1155783268623054,97.35335540771484,0.04527548868209123,96.5321044921875,0.27074949741363524,1300,4610,1300
6.000000000000001e-05,6.000000000000001e-05,0.00518951416015625,8.630948257446288,0.5301532849669457,0.15034226421266794,97.74239349365234,0.10656077302992344,97.96641540527344,0.11119390074163675,98.1460189819336,0.10999085754156113,98.06973266601562,0.052065488323569296,97.65355682373047,0.2703200340270996,1400,4610,1400
6.000000000000001e-05,6.000000000000001e-05,0.005086851119995117,14.784621095657348,0.36148318499326704,0.08808034043759108,98.91827392578125,0.08315254831686616,99.64974212646484,0.07695458438247442,99.60021209716797,0.07703931611031294,99.60552215576172,0.036256398912519215,97.46417999267578,0.26984453201293945,1500,4610,1500
6.000000000000001e-05,6.000000000000001e-05,0.005079150199890137,22.54384266138077,0.6318674832582474,0.13746181968599558,99.27978515625,0.14407436456531286,99.267578125,0.14326079972088337,99.25003051757812,0.15212597995996474,99.28817749023438,0.05494453134015202,99.21112060546875,0.2694387435913086,1600,4610,1600
6.000000000000001e-05,6.000000000000001e-05,0.005092263221740723,2.4820440828800203,0.17666120864450932,0.04748729700222611,99.15695190429688,0.03751321211457252,99.67193603515625,0.03641152335330844,99.69711303710938,0.03521852595731616,99.70245361328125,0.020030651520937682,99.62539672851562,0.2702951192855835,1700,4610,1700
6.000000000000001e-05,6.000000000000001e-05,0.004981732368469239,13.274574512243271,0.43244484774768355,0.10088005773723126,97.76074981689453,0.09795109033584595,97.70083618164062,0.09405256547033787,97.66214752197266,0.09859667113050818,97.75201416015625,0.040964479511603716,97.4711685180664,0.2712372303009033,1800,4610,1800
6.000000000000001e-05,6.000000000000001e-05,0.005077838897705078,26.057827983796596,0.5842851046472788,0.13880977053195237,95.15824890136719,0.13301321025937796,95.13433074951172,0.12166250380687416,95.13091278076172,0.12491772987414151,95.19924926757812,0.0658818855881691,95.2359848022461,0.2700726747512817,1900,4610,1900
6.000000000000001e-05,6.000000000000001e-05,0.005187845230102539,5.264121264219284,0.2919041536748409,0.06997441202402115,93.95904541015625,0.0634226394817233,95.67642211914062,0.06438894388265907,95.69473266601562,0.06464329934678972,95.70770263671875,0.02947486164048314,92.49343872070312,0.27026636600494386,2000,4610,2000
6.000000000000001e-05,6.000000000000001e-05,0.0050925731658935545,10.531785857677459,0.3307154029607773,0.08305085524916649,99.55902099609375,0.07085414221510292,99.58343505859375,0.06895077440422029,99.56817626953125,0.06867733136750757,99.57733154296875,0.0391823005862534,99.3133544921875,0.27027366161346433,2100,4610,2100
6.000000000000001e-05,6.000000000000001e-05,0.005085992813110352,6.828072649240494,0.3385505713522434,0.08999529834836721,99.21746063232422,0.07226825393736362,99.17120361328125,0.0693749587982893,99.158935546875,0.06812861524522304,99.08718872070312,0.03878345158882439,98.58783721923828,0.2705188274383545,2200,4610,2200
6.000000000000001e-05,6.000000000000001e-05,0.005186748504638672,4.6562106043100355,0.1693400524556637,0.044061345793306825,97.44186401367188,0.034234455530531706,97.71041870117188,0.03443157179281116,97.70431518554688,0.0342966768424958,97.85842895507812,0.02231600508093834,96.7864990234375,0.26840379238128664,2300,4610,2300
6.000000000000001e-05,6.000000000000001e-05,0.005086278915405274,11.323061886429787,0.2872267685830593,0.06431579594500363,96.5789794921875,0.0683077156310901,96.490478515625,0.06517840514425188,96.61865234375,0.0632900700205937,96.60873413085938,0.026134788990020752,97.25570678710938,0.2703390121459961,2400,4610,2400
6.000000000000001e-05,6.000000000000001e-05,0.0050144195556640625,9.026167127490044,0.38612307906150817,0.0831216003978625,96.3878402709961,0.09107163196895271,96.63093566894531,0.08612724703270942,96.82209777832031,0.09134720158763229,96.8729248046875,0.03445539493113756,96.0044174194336,0.26937782764434814,2500,4610,2500
6.000000000000001e-05,6.000000000000001e-05,0.0049378395080566405,1.9430440753698348,0.15210172850638629,0.03613568730652332,95.8240737915039,0.0327460051048547,95.72023010253906,0.032921325601637366,95.38191223144531,0.03380603971891105,95.25350952148438,0.016492673335596918,96.08981323242188,0.26917414665222167,2600,4610,2600
6.000000000000001e-05,6.000000000000001e-05,0.005087518692016601,9.446764224767685,0.3763373399153352,0.09084765007719398,97.96295166015625,0.07911267061717808,98.87466430664062,0.08255997900851071,98.90594482421875,0.0875709387473762,98.93341064453125,0.03624611524865031,98.486328125,0.2683389902114868,2700,4610,2700
6.000000000000001e-05,6.000000000000001e-05,0.0051833391189575195,7.463865953683853,0.23116106875240802,0.052545414213091134,97.26104736328125,0.05282538472674787,97.2015380859375,0.051777883619070056,97.17025756835938,0.05236966083757579,97.198486328125,0.021642724378034474,98.0438232421875,0.2698680400848389,2800,4610,2800
6.000000000000001e-05,6.000000000000001e-05,0.005114340782165527,3.816538745164871,0.18223285004496576,0.03972660982981324,98.73580932617188,0.04478014037013054,98.7152099609375,0.039954666141420604,98.77853393554688,0.03973732297308743,98.8006591796875,0.01803410816937685,98.65341186523438,0.2692537546157837,2900,4610,2900
6.000000000000001e-05,6.000000000000001e-05,0.00498354434967041,14.09543821811676,0.33931991271674633,0.06679405076429248,98.5297622680664,0.079777848161757,98.20919036865234,0.08178333751857281,98.28361511230469,0.08512176480144262,98.3122329711914,0.025842913053929807,98.61372375488281,0.2723479986190796,3000,4610,3000
6.000000000000001e-05,6.000000000000001e-05,0.005082178115844727,10.442573967576028,0.23794248551130295,0.05325965322554112,94.5576171875,0.0552084106951952,94.87245178222656,0.054696083534508944,95.05284118652344,0.05434083677828312,94.82990264892578,0.020437504397705197,95.02391052246094,0.27029216289520264,3100,4610,3100
6.000000000000001e-05,6.000000000000001e-05,0.005096817016601562,3.7047518655657767,0.15322313755750655,0.03504064916633069,99.77411651611328,0.03432699372060597,99.68510437011719,0.03475571344606578,99.74185180664062,0.0345114812720567,99.7296142578125,0.014588304329663515,99.16102600097656,0.26921935081481935,3200,4610,3200
6.000000000000001e-05,6.000000000000001e-05,0.005183959007263183,1.9583897560834884,0.11137796454131603,0.026503206230700016,98.87466430664062,0.024433449562638997,98.95706176757812,0.02425980446860194,98.85940551757812,0.024313020054250956,98.92425537109375,0.011868482641875743,98.21701049804688,0.27199974060058596,3300,4610,3300
6.000000000000001e-05,6.000000000000001e-05,0.005089879035949707,2.6294727355241774,0.12368997428566217,0.030146492179483175,97.47017669677734,0.02657178808003664,97.48579406738281,0.026235233806073666,97.58816528320312,0.026176685886457562,97.66624450683594,0.014559774287045002,95.97362518310547,0.27166922092437745,3400,4610,3400
6.000000000000001e-05,6.000000000000001e-05,0.005192208290100098,4.35164595246315,0.17432008013129235,0.040223063342273234,99.40109252929688,0.03888198686763644,99.22256469726562,0.03834691941738129,99.29275512695312,0.03850047262385488,99.29656982421875,0.01836764165200293,99.1851806640625,0.27110114097595217,3500,4610,3500
6.000000000000001e-05,6.000000000000001e-05,0.005183720588684082,4.093397986888886,0.19042972922325135,0.04257641965523362,98.32860565185547,0.04252444300800562,98.3440933227539,0.04247972397133708,98.32447814941406,0.04343258664011955,98.31828308105469,0.019416557718068363,98.15929412841797,0.2691134691238403,3600,4610,3600
6.000000000000001e-05,6.000000000000001e-05,0.005084562301635742,3.5851677507162094,0.1773563798516989,0.04034878434613347,99.78866577148438,0.039904580591246484,99.7833251953125,0.03985447445884347,99.76959228515625,0.039968354627490044,99.78103637695312,0.017280189762823285,99.74899291992188,0.27042512893676757,3700,4610,3700
